Academic year,Transfer student?,School(s) at Northwestern,Residence,Member of Greek life?,Gender Identity,Gender Identity (not listed by survey),Race/Ethnicity,"Race/Ethnicity (if ""Multiracial"" was selected)",Member of the LGBTQ+ community?,Identify as TGNC (transgender or non-conforming)?,Receive need-based financial aid from Northwestern?,International student?,Identify as a first-generation college student?,Identify as a low-income student?,Do you ride a bike on campus?,Importance level: Improving mental health services available on campus,Importance level: Increasing the number of paid employees at CARE,Importance level: Increasing support for diversity and inclusion initiatives at Northwestern,Importance level: Providing increased transportation options to Chicago,"Importance level: Providing university-sponsored, late-night activities where alcohol is not served",Importance level: Improving off-campus street lighting,Importance level: Increasing the number of blue light stations around campus,Importance level: Constructing or designating additional gender neutral bathrooms around campus,Importance level: Increasing the amount of gender open housing on campus,Importance level: Designating a permanent space to low-income or first-generation identifying students,"Importance level: Improving Via (formerly ""Safe Ride"") by extending hours and adding additional drivers",Importance level: Constructing additional bike racks on campus,"Agreement with: ""I have never felt marginalized at NU""","Identities due to which you feel you have been marginalized (if ""Experience marginalization at NU"" was selected)","Settings in which you have experienced marginalization at Northwestern (if ""Experience marginalization at NU"" was selected)","Main source of community, support, and well-being","Main source of community, support, and well-being (other)",Would you like Northwestern to hold events to promote mental wellness on campus?,Would you find it useful for Northwestern to hold educational workshops on mental health/intervention skills?,Do you think Northwestern should require faculty to undergo Mental Health Awareness Training?,"Agreement with: ""It is important that CAPS hire staffers with diverse backgrounds""",Have you ever experienced a mental or physical health issue that has impacted your academic performance at NU?,Have you ever sought the services provided by CAPS?,What was the outcome of your treatment at CAPS?,"Agreement with: ""CAPS met or exceeded my expectations""","Agreement with: ""CAPS was beneficial to my mental health""",Why did CAPS not have a beneficial effect on your mental health?,"Do you have an ongoing, diagnosed, clinical health issue?",Are you registered with Accessible NU?,Have you used CAPS for a referral to an off-campus provider?,"Agreement with: ""I was referred to a professional in a timely manner""","Agreement with: ""CAPS assisted me in finding additional necessary resources (e.g. financial aid) for my treatment""","Agreement with: ""I had to change my class/extracurricular schedule in order to attend counseling off-campus""","Agreement with: ""The professional(s) I was referred to had adequate time to schedule sessions with me""","What resources, excluding CAPS, if any, do you utilize to support your well-being?","Agreement with: ""The university provides resources that allow me to partake in academic pursuits"" (if ""low-income or first-gen student)","Agreement with: ""The university provides resources that allow me to partake in extracurricular activities"" (if ""low-income or first-gen student)","Agreement with: ""I have been prevented from taking a class/academic activity for financial reasons"" (if ""low-income or first-gen student)","Agreement with: ""I have the necessary resources to interview at companies that I'm interested in"" (if ""low-income or first-gen student)","Agreement with: ""I have never financially struggled to purchase required academic software"" (if ""low-income or first-gen student)","Agreement with: ""It's important for Northwestern to continue to bring  peakers as a part of the Contemporary Thought Speaker Series""",Do you currently hold a paying job either on or off campus?,"Is your job, or one of your jobs, a work-study position?",Do you currently hold more than one paying job?,"How many paying jobs do you currently hold? (if ""I hold more than 1 paid position"" was selected)","Agreement with: ""I have never had to turn down a leadership position in a student organization due to work obligations""","Agreement with: ""I am heavily involved in one or more student organizations""","Hours per week you dedicate to the organizations (if ""Heavily involved in student organization(s)"" was selected)",Do you hold a leadership position in any of the organizations that you are involved with?,Are you aware of the existence of Northwestern's gender-open housing policy?,Are you currently in gender-open housing?,"If in gender-open housing, how would you rate your experience?","Agreement with: ""Northwestern should institute a gender-open dorm (as opposed to gender-open floors)""",Who is your landlord?,Who is your landlord?  (other),How satisfied are you with your living space?,Reasons for your dissatisfaction in living space,What platform(s) did you use in your search for your off-campus living?,What platform(s) did you use in your search for your off-campus living? (other),Do you have any dietary restrictions?,"Agreement with: ""There are always enough options for me at the dining halls"" (if ""Dietary restrictions"" was selected)",Please rate how satisfied you are with the current dining hall options.,Areas most important for Northwestern to focus on to improve its commitment to sustainability,"Agreement with: ""I commit myself to a sustainable lifestyle in my daily life (recycling, limiting water usage)""",Are you planning on voting in the 2020 Presidential Election?,How many school credits are you taking this quarter?,Where did you attend high school?,Do you own a Juul or vape?,Are you currently in a relationship?,Are you currently active on a dating app?,"Dating apps used (if ""Using dating app"" was selected)","Agreement with: ""I would recommend Northwestern to a younger sibling or friend."""
Second year,No,McCormick,On Campus Residential Community,No,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,Yes,No,Unable to Judge,Unable to Judge,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Unimportant,Important,Important,Important,Important,No answer,Disagree,Socioeconomic Status,Classroom or other academic setting,Other,Family,"Yes, somewhat","Yes, somewhat",No preference,Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Student Enrichment Services (SES),Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,No answer,US - West,No,It's complicated,Prefer not to answer,No answer,Strongly Agree
Second year,No,Weinberg,On Campus Greek Housing,Yes,Cisgender man,No answer,White,No answer,No,No,Yes,No,Yes,Prefer not to answer,No,Unable to Judge,Unable to Judge,Unable to Judge,Unimportant,Unimportant,Important,Unable to Judge,Very important,Very important,Important,Unable to Judge,No answer,Disagree,Socioeconomic Status,"Internship/Job search,Not sure","Club/Student Organization,IFC/PHA Greek Life",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,Neither agree nor disagree,Agree,Neither agree nor disagree,Unable to Judge,Disagree,Unable to Judge,Yes,Yes,No,No answer,Neither Agree nor Disagree,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),LEED certified buildings, ENERGY STAR",Neither agree nor disagree,Yes,No answer,US - Midwest,No,No,Prefer not to answer,No answer,Agree
Second year,No,"Weinberg,Medill",On Campus Residential College,No,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,No,Very important,Important,Neither important nor unimportant,Very important,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,No answer,Disagree,Religion,Classroom or other academic setting,"Club/Student Organization,Friend group/Family",No answer,"Yes, very much","Yes, very much","Yes, very much",Somewhat agree,Yes,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Agree,Neither agree nor disagree,Disagree,Agree,Yes,Yes,No,No answer,Neither Agree nor Disagree,Strongly Agree,Between 15-20 hours,Yes,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.)",Neither agree nor disagree,Yes,No answer,US - West,No,No,No,No answer,Neither Agree nor Disagree
First year,No,School of Communication,On Campus Residential College,Yes,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,No,No,Very important,Important,Important,Very important,Important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Important,Important,No answer,Neither agree or disagree,No answer,No answer,"Club/Student Organization,IFC/PHA Greek Life,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group)",No answer,"Yes, very much","Yes, somewhat","Yes, somewhat",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,Prefer not to answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Unable to Judge,Agree,Neither agree nor disagree,Agree,Yes,Yes,No,No answer,Agree,Agree,Between 5-10 hours,No,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Agree,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Neither agree nor disagree,Yes,5,US - West,No,Yes,No,No answer,Agree
First year,No,McCormick,On Campus Residential College,Yes,Cisgender man,No answer,Multi-racial or Multi-ethnic,"White,Hispanic or Latino",No,No,Yes,No,No,No,Yes,Important,Unable to Judge,Unable to Judge,Very important,Important,Important,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Important,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group)",No answer,"Yes, somewhat","Yes, somewhat",No preference,Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,No,No answer,No answer,No answer,No answer,Agree,Between 15-20 hours,No,No,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste,LEED certified buildings, ENERGY STAR",Neither agree nor disagree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Agree
First year,No,Weinberg,On Campus Residential Hall,No,Cisgender woman,No answer,Asian,No answer,No,No,No,Yes,No,No,No,Important,Important,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,No answer,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family",No answer,"Yes, somewhat","Yes, somewhat","Yes, somewhat",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Neither agree nor disagree,Disagree,Agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 5-10 hours,No,Yes,Yes,Satisfied,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,"No, not eligible",No answer,International,No,No,No,No answer,Agree
First year,No,School of Communication,On Campus Residential Hall,No,Cisgender woman,No answer,Black or African American,No answer,Yes,No,Yes,No,Yes,Yes,No,Very important,No answer,Very important,Important,Important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,No answer,Strongly Disagree,"Race,Socioeconomic Status","Greek Life,Student Organizations,Classroom or other academic setting","Club/Student Organization,IFC/PHA Greek Life,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,"Student Enrichment Services (SES),Black House,Wellness-oriented student groups (WildChat, Active Minds, MARS/SHAPE, etc.),Exam Relief (5 min massage, therapy dogs, etc.)",Agree,Strongly agree,Disagree,Strongly disagree,Unable to Judge,Neither agree nor disagree,Yes,No,No,No answer,Unable to Judge,Strongly Agree,Between 10-15 hours,No,Yes,No,No answer,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program)",Neither agree nor disagree,Yes,4.3,US - Midwest,No,Yes,No,No answer,Strongly Agree
Fourth year,No,McCormick,On Campus Greek Housing,Yes,Cisgender man,No answer,Asian,No answer,No,No,Prefer not to answer,No,No,Prefer not to answer,Prefer not to answer,Important,Unable to Judge,Neither important nor unimportant,Unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Unable to Judge,Unimportant,No answer,Neither agree or disagree,No answer,No answer,"Club/Student Organization,IFC/PHA Greek Life,Friend group/Family",No answer,No preference,"Yes, somewhat","Yes, somewhat",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,AccessibleNU,No answer,No answer,Disagree,Unable to Judge,Disagree,Neither agree nor disagree,Yes,Yes,No,No answer,Agree,Strongly Agree,Between 1-5 hours,Yes,Yes,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,Prefer not to answer,No answer,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Reducing container waste",Somewhat agree,Yes,5,US - Midwest,No,No,No,No answer,Agree
First year,No,McCormick,On Campus Residential Community,No,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,Yes,No,Neither important nor unimportant,Unimportant,Important,Very important,Important,Not at all important,Not at all important,Important,Important,Important,Very important,No answer,Agree,No answer,No answer,Other,No answer,No preference,No preference,No preference,Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,AccessibleNU,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Yes,No,No,No answer,Disagree,Agree,Between 1-5 hours,No,No,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Unable to judge,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,4.3,US - Midwest,Yes,It's complicated,No,No answer,Strongly Agree
Fourth year,No,"Weinberg,School of Communication,McCormick",Off Campus,Prefer not to answer,Not listed,porcupine,Other,No answer,Prefer not to answer,No,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,No answer,Strongly Disagree,"Race,Gender,Sexual Orientation,Ability Status,Ethnicity,Nationality,Socioeconomic Status,Religion","Student Organizations,Classroom or other academic setting,Meeting with administration,Not sure",No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,Unable to Judge,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Yes,No answer,Extremely dissatisfied,No answer,No answer,Prefer not to answer,5.5,No answer,No answer,No answer,No answer,No answer,Strongly Disagree
Third year,No,Weinberg,Off Campus,No,Cisgender woman,No answer,White,No answer,Yes,No,Yes,No,No,Yes,Yes,Very important,Very important,Very important,Important,Unimportant,Important,Important,Important,Important,Very important,Neither important nor unimportant,Neither important nor unimportant,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Student Enrichment Services (SES),Exam Relief (5 min massage, therapy dogs, etc.)",Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Yes,No,No,No answer,Disagree,Agree,Between 5-10 hours,Yes,No,No,No answer,Agree,Other:,North shore apartments,Somewhat satisfied,No answer,Apartments.com,No answer,Yes,No answer,Dissatisfied,"Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste",Somewhat agree,Yes,3.7,US - Midwest,No,No,Yes,"Bumble,Hinge,Tinder",Agree
Third year,No,McCormick,Off Campus,No,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,Yes,Very important,Unable to Judge,Important,Important,Not at all important,Important,Unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Important,Unimportant,Strongly Agree,No answer,No answer,Friend group/Family,No answer,"No, not really","No, not really",No preference,Strongly agree,Yes,No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Unable to Judge,No,No answer,No answer,No answer,No answer,Strongly Disagree,No answer,No answer,Yes,No,No answer,Neither agree or disagree,808 Lofts,No answer,Very satisfied,No answer,"Apartments.com,Word of mouth",No answer,Yes,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),LEED certified buildings, ENERGY STAR",Somewhat agree,Not sure,0,US - West,No,Yes,No,No answer,Agree
Third year,No,School of Communication,On Campus Greek Housing,Yes,Cisgender woman,No answer,Hispanic or Latino,No answer,No,No,Yes,No,No,Yes,No,Important,Very important,Very important,Very important,Important,Very important,Very important,Important,Important,Important,Very important,No answer,Strongly Disagree,"Socioeconomic Status,Religion",Not sure,IFC/PHA Greek Life,No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Student Enrichment Services (SES),Exam Relief (5 min massage, therapy dogs, etc.)",Strongly agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Yes,No,Yes,2,Agree,Agree,Between 5-10 hours,Yes,No,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal)",Neither agree nor disagree,Yes,4,US - Midwest,Yes,No,No,No answer,Agree
Fourth year,No,"Weinberg,School of Communication",Off Campus,Yes,Cisgender woman,No answer,White,No answer,No,No,No,Yes,No,No,No,Very important,Important,Important,Very important,Neither important nor unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Important,No answer,Agree,No answer,No answer,"IFC/PHA Greek Life,Friend group/Family",No answer,"Yes, somewhat",No preference,"Yes, somewhat",Strongly agree,Yes,Yes,The wait time for ongoing therapy was too long so I did not follow through.,Unable to Judge,Unable to Judge,No answer,No,No answer,No,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Strongly agree,Strongly agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 1-5 hours,Yes,No,No,No answer,Neither agree or disagree,Other:,Peak Properties,Somewhat satisfied,No answer,Word of mouth,No answer,No,No answer,Unable to judge,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Composting",Somewhat agree,Yes,2,International,No,Yes,No,No answer,Strongly Agree
Second year,No,"Weinberg,Medill",On Campus Greek Housing,Yes,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,No,Very important,Very important,Very important,Very important,Not at all important,Very important,Very important,Important,Very important,Very important,Unimportant,No answer,Neither agree or disagree,No answer,No answer,"IFC/PHA Greek Life,Friend group/Family",No answer,"No, not really","No, not really","Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Agree,Agree,No answer,Yes,No,Yes,Strongly agree,Unable to Judge,Disagree,Agree,None of the above.,No answer,No answer,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,No,No answer,No answer,No answer,No answer,Agree,Between 5-10 hours,No,No,No,No answer,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Extremely dissatisfied,No answer,Somewhat disagree,Yes,3.5,US - East,No,Yes,No,No answer,Agree
Second year,No,"Weinberg,School of Communication",On Campus Residential College,No,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,No,No,Neither important nor unimportant,Unimportant,Neither important nor unimportant,Very important,Important,Important,Unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Very important,No answer,Neither agree or disagree,No answer,No answer,Residential College,No answer,"Yes, somewhat","No, not really","Yes, somewhat",Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Agree,Strongly agree,Yes,Yes,Yes,3,Agree,Disagree,No answer,No answer,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,5,US - Southwest,No,Yes,No,No answer,Strongly Agree
First year,No,McCormick,On Campus Residential Hall,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Hispanic or Latino",No,No,Yes,No,No,No,No,Very important,Neither important nor unimportant,Very important,Important,Unimportant,Very important,Very important,Very important,Very important,Important,Very important,No answer,Agree,No answer,No answer,"Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group)",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,Yes,No,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Agree,Strongly agree,No,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,No answer,US - Midwest,No,No,No,No answer,Strongly Agree
First year,No,Weinberg,On Campus Residential College,No,Cisgender man,No answer,White,No answer,Yes,No,No,No,No,No,No,Very important,Very important,Very important,Very important,Not at all important,Important,Neither important nor unimportant,Neither important nor unimportant,Important,Unimportant,Important,No answer,Strongly Agree,No answer,No answer,"Club/Student Organization,Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood,Residential College",No answer,"Yes, somewhat",No preference,No preference,Somewhat agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,No,No answer,No answer,No answer,No answer,Agree,Between 1-5 hours,No,Yes,No,No answer,Disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Strongly Agree
Fourth year,No,Medill,Off Campus,Yes,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,No,Important,Important,Very important,Very important,Unimportant,Very important,Important,Important,Important,Important,Important,No answer,Strongly Agree,No answer,No answer,Friend group/Family,No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS for a short period of time and felt I no longer needed treatment.,Strongly agree,Strongly agree,No answer,No,No answer,No,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Yes,No,No,No answer,Agree,Neither Agree nor Disagree,No answer,No answer,No,No,No answer,Agree,Other:,"First name is Rick, unsure of last name (off campus house)",Neither satisfied nor dissatisfied,No answer,Other:,Past teammates lived here,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Strongly Agree
First year,No,Weinberg,On Campus Residential College,No,Cisgender man,No answer,White,No answer,No,No,No,No,No,No,Yes,Neither important nor unimportant,Unimportant,Unimportant,Very important,Very important,Neither important nor unimportant,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Unable to Judge,Neither important nor unimportant,Strongly Agree,No answer,No answer,Club/Student Organization,No answer,No preference,"Yes, somewhat","Yes, very much",Somewhat disagree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Yes,No,No,No answer,Unable to Judge,Agree,Between 5-10 hours,No,Yes,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly agree,Satisfied,"Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Neither agree nor disagree,Yes,5,US - Midwest,No,Yes,No,No answer,Strongly Agree
Second year,No,Weinberg,On Campus Residential Hall,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"Black or African American,Hispanic or Latino",Yes,No,Yes,No,No,Yes,No,Very important,Very important,Very important,Very important,Neither important nor unimportant,Very important,Important,Very important,Very important,Very important,Important,No answer,Disagree,"Race,Ethnicity,Socioeconomic Status","Student Organizations,Classroom or other academic setting",Club/Student Organization,No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,Black House,Neither agree nor disagree,Neither agree nor disagree,Disagree,Unable to Judge,Strongly disagree,Unable to Judge,Yes,No,No,No answer,Agree,Agree,Between 10-15 hours,Yes,Yes,Yes,Satisfied,Agree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal)",Somewhat agree,Yes,4,US - Midwest,Yes,Yes,No,No answer,Disagree
Fourth year,No,Weinberg,Off Campus,No,Cisgender man,No answer,White,No answer,No,No,Yes,No,No,Yes,No,Important,Important,Important,Important,Neither important nor unimportant,Important,Very important,Neither important nor unimportant,Important,Very important,Important,No answer,Strongly Disagree,Socioeconomic Status,"Greek Life,Student Organizations,Classroom or other academic setting,Internship/Job search","Club/Student Organization,Friend group/Family",No answer,No preference,No preference,"Yes, somewhat",Somewhat agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,Student Enrichment Services (SES),Agree,Disagree,Agree,Disagree,Disagree,Unable to Judge,Yes,Yes,Yes,2,Disagree,Agree,Between 10-15 hours,Yes,No,No,No answer,Strongly Agree,Other:,george,Somewhat satisfied,No answer,Word of mouth,No answer,No,No answer,Unable to judge,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program)",Somewhat disagree,Yes,3.4,US - Midwest,No,No,Yes,Tinder,Agree
